miou,fmiou,macc,scene
0.11323988450628691,0.16505333287866697,0.18391736135611747,00800-TEEsavR23oF
0.10387354407139017,0.45621220497971965,0.16641633255147867,00802-wcojb4TFT35
0.0686454486803537,0.23581432132414604,0.14441685794663245,00803-k1cupFYWXJ6
0.0821094020184065,0.205078620613926,0.1714730356149288,00808-y9hTuugGdiq
0.10292178465568042,0.17221738850573004,0.17614625044086346,00810-CrMo8WxCyVb
0.09621551828397906,0.2698284490376483,0.14379731926582462,00813-svBbv1Pavdk
0.18089488386295163,0.339297758771736,0.2930683934814506,00814-p53SfW6mjZe
0.08255302914859307,0.13342003918333353,0.18309786336387915,00815-h1zeeAwLh9Z
0.10380668690345518,0.24711526441186332,0.1827916767526469,overall_mean
0.12481980474093213,0.20101516341829215,0.24791965966447502,overall
