miou,fmiou,macc,scene
0.13268559528611515,0.4319932414803096,0.21191294473747244,apt_0
0.147445307017588,0.5361144815058742,0.25979497758910247,apt_3
0.2814721738036202,0.6051928556883843,0.4997551447124573,v3_sc0_staging_00
0.30086592515942623,0.596561814772926,0.4622804463853117,v3_sc0_staging_12
0.3049803584894748,0.6176090696395595,0.5061588663243645,v3_sc0_staging_16
0.2809399692453908,0.6207210720032903,0.4728312815225927,v3_sc0_staging_19
0.2505400475767681,0.670957398408788,0.3810986185995981,v3_sc0_staging_20
0.3528444319874401,0.6229974537575832,0.5744691407153585,v3_sc1_staging_00
0.24554651921092036,0.5227521354000568,0.4374357015948314,v3_sc1_staging_06
0.27362743812455625,0.5962923410104776,0.4328322441834411,v3_sc1_staging_12
0.270318486510406,0.539389215438758,0.4495430048037904,v3_sc1_staging_19
0.2945086566784785,0.4869460696666038,0.47868319780340135,v3_sc1_staging_20
0.23046390162034583,0.45600083901732746,0.4051558916677998,v3_sc2_staging_00
0.3344334097962344,0.6311787700393977,0.5056443231730677,v3_sc2_staging_11
0.2412538578611274,0.4774601330423257,0.41220392396500377,v3_sc2_staging_13
0.29659463510282585,0.5484454112087482,0.49492885440653506,v3_sc2_staging_19
0.3505698136178241,0.6859393872957333,0.548753991313555,v3_sc2_staging_20
0.26655558327079176,0.5878706809819507,0.4496117428771149,v3_sc3_staging_03
0.23675189482744377,0.5141335059805052,0.42560409777701197,v3_sc3_staging_04
0.281462242289076,0.5895031802381556,0.4491655911290753,v3_sc3_staging_08
0.2949724337276628,0.5546632507255689,0.4785859400793304,v3_sc3_staging_15
0.2510494262541285,0.5340698336110175,0.4490757120550677,v3_sc3_staging_20
0.2690855503389839,0.5648541882233336,0.44479661988251284,overall_mean
0.14133642322401496,0.5580638390259463,0.25014004953448055,overall
