miou,fmiou,macc,scene
0.14385918642795234,0.2547174066257598,0.19973630552597363,00800-TEEsavR23oF
0.12825116036745096,0.3638330613255927,0.17607150939875924,00802-wcojb4TFT35
0.11837117937925912,0.4298349580014888,0.19357202149715017,00803-k1cupFYWXJ6
0.096373380846714,0.3309444828587786,0.14223100309993056,00808-y9hTuugGdiq
0.11145720506795448,0.24938076428252315,0.1800665014111257,00810-CrMo8WxCyVb
0.14800692539986396,0.5181926448604555,0.26633839226353995,00813-svBbv1Pavdk
0.1910271882294878,0.4179700765452241,0.3023038489905965,00814-p53SfW6mjZe
0.10659534046585642,0.17012686099702357,0.18617215194512884,00815-h1zeeAwLh9Z
0.13049269577306738,0.3418750319371058,0.20581146676652556,overall_mean
0.1711989120392459,0.3090599862334586,0.2515494032754888,overall
