miou,fmiou,macc,scene
0.14706788367739623,0.24699344527982736,0.20654871006315825,00800-TEEsavR23oF
0.12255731308662908,0.3100343483828326,0.16822077973638544,00802-wcojb4TFT35
0.1020983479470149,0.41337073669291224,0.17842615644963986,00803-k1cupFYWXJ6
0.09467585539631235,0.3456481289134692,0.14584503478319835,00808-y9hTuugGdiq
0.11326207361774104,0.3255467896456486,0.19758362707296406,00810-CrMo8WxCyVb
0.1313795917721787,0.504484837333492,0.24328679963447317,00813-svBbv1Pavdk
0.17051805792145497,0.38941356397582916,0.2670308720471802,00814-p53SfW6mjZe
0.10820278593908896,0.1864631126043969,0.1746248605584675,00815-h1zeeAwLh9Z
0.12372023866972703,0.34024437035355104,0.19769585504318335,overall_mean
0.16897077595992474,0.3213344298100673,0.2540207046292708,overall
