miou,fmiou,macc,scene
0.07233793853106707,0.05383776661588177,0.1415176571447043,00800-TEEsavR23oF
0.11711481039794566,0.25972034951953005,0.17224494968342274,00802-wcojb4TFT35
0.08501310367575053,0.10185120144147526,0.1609132887381499,00803-k1cupFYWXJ6
0.06874591082555644,0.17397433226880205,0.14723394305274726,00808-y9hTuugGdiq
0.10217234172141457,0.1845419291127427,0.18689091968554436,00810-CrMo8WxCyVb
0.10747263391969354,0.14539291504315183,0.17425618058649384,00813-svBbv1Pavdk
0.15458952651981403,0.16728460795167432,0.21386977616534572,00814-p53SfW6mjZe
0.08297326201102317,0.15180985090908758,0.14154943511557694,00815-h1zeeAwLh9Z
0.09880244095028312,0.15480161910779322,0.16730951877149813,overall_mean
0.1078106484568967,0.12411065105979284,0.21750571535647176,overall
