miou,fmiou,macc,scene
0.11818033359224285,0.1714317698507065,0.23363888636512056,apt_0
0.09915287587590424,0.1736498015802496,0.2051640973777505,apt_3
0.19602461190163026,0.12718615158973093,0.44102698823082226,v3_sc0_staging_00
0.2746577981819799,0.35017948391285697,0.5190329584684829,v3_sc0_staging_12
0.18263995617005402,0.11038057145922395,0.45142044455826713,v3_sc0_staging_16
0.19798989723281474,0.1314953506978287,0.4608474395752623,v3_sc0_staging_19
0.2799643483359389,0.18423720277600283,0.39101793918924027,v3_sc0_staging_20
0.18500434859719733,0.13556208910076473,0.485090293458736,v3_sc1_staging_00
0.1773182982279426,0.10083427868699303,0.37729059059609216,v3_sc1_staging_06
0.15554877612833282,0.11898180221989176,0.35477267470510676,v3_sc1_staging_12
0.16526621775006226,0.10841653153618147,0.3719005789288186,v3_sc1_staging_19
0.19200512466633454,0.12649269740594096,0.4630512355974223,v3_sc1_staging_20
0.28066394169967407,0.32752426962213227,0.49419784701210523,v3_sc2_staging_00
0.19193991463798898,0.09214415071974957,0.4551882020342201,v3_sc2_staging_11
0.2670014481941814,0.373525376829933,0.48311773987990425,v3_sc2_staging_13
0.17365879659725378,0.10597703738357139,0.42172273608942074,v3_sc2_staging_19
0.23009861679261956,0.0853898236462459,0.4717279555479961,v3_sc2_staging_20
0.10720154251076092,0.08833174288042865,0.3626534701096451,v3_sc3_staging_03
0.1834661722098998,0.09515737022633305,0.39880280746236957,v3_sc3_staging_04
0.23555142479314262,0.1582876427109306,0.4364191561477913,v3_sc3_staging_08
0.20358296159519362,0.12710157154373317,0.43946126565965526,v3_sc3_staging_15
0.1875189845165568,0.10648344643495469,0.3975315716895221,v3_sc3_staging_20
0.19474710864580483,0.15448955285519927,0.4143216763038069,overall_mean
0.1147664703837198,0.14287199384652335,0.2473336313281098,overall
