miou,fmiou,macc,scene
0.1090306030857066,0.35992820141761694,0.1766035405543692,apt_0
0.12467460181738271,0.4471678102549135,0.21234561266322594,apt_3
0.23121857241649876,0.4910439484298419,0.4111785911470511,v3_sc0_staging_00
0.3096708076263479,0.605204019132459,0.5032807763378352,v3_sc0_staging_12
0.22001621860715162,0.44940563292448493,0.37189250883427016,v3_sc0_staging_16
0.2196659043234669,0.4756129847842008,0.3717759124368204,v3_sc0_staging_19
0.21599386921754318,0.5867033898167894,0.31814717913913837,v3_sc0_staging_20
0.366567842908423,0.6308194936355482,0.5940304962284716,v3_sc1_staging_00
0.321371128648451,0.5530696060076115,0.5159986313538446,v3_sc1_staging_06
0.28868806948617065,0.5665544885697245,0.45771426272885685,v3_sc1_staging_12
0.304198286612245,0.5112308182268672,0.4898788117329088,v3_sc1_staging_19
0.19990534148424588,0.3503604919923061,0.3703302503660102,v3_sc1_staging_20
0.22645934362507883,0.38313491571164365,0.3835917187742571,v3_sc2_staging_00
0.30923153218658167,0.6003415517030645,0.47783715964504553,v3_sc2_staging_11
0.24276512966514244,0.43668215524183557,0.4046207448452175,v3_sc2_staging_13
0.2600431119451065,0.4640482296294341,0.42480340803094707,v3_sc2_staging_19
0.3299981078157304,0.6342349389201873,0.53260961481124,v3_sc2_staging_20
0.22614534597071842,0.5023819695414342,0.3882592364855874,v3_sc3_staging_03
0.23348249591589187,0.5297921479251033,0.391811440235188,v3_sc3_staging_04
0.30632338683779853,0.6214714838688395,0.4884748838545385,v3_sc3_staging_08
0.30697388393253555,0.5396698984705104,0.4650384483633382,v3_sc3_staging_15
0.24049607753734376,0.4835851127922998,0.41471454754610293,v3_sc3_staging_20
0.2542236209847982,0.5101110585907599,0.4165880807324665,overall_mean
0.12491485800302805,0.49053564731388993,0.22024918225003665,overall
