miou,fmiou,macc,scene
0.14049170834517824,0.11990819594448741,0.27995450740574856,apt_0
0.13830942230248758,0.2774746882096464,0.2337878976900844,apt_3
0.16658655489240587,0.3413002256156791,0.3313080090800966,v3_sc0_staging_00
0.2635938870796332,0.33897904779329147,0.40860027921095543,v3_sc0_staging_12
0.16657512591310789,0.09461477001653117,0.38221633530704624,v3_sc0_staging_16
0.21038413502544953,0.34823298541332465,0.3976522751253163,v3_sc0_staging_19
0.3097964685006803,0.5026652316125029,0.4284779042061281,v3_sc0_staging_20
0.21824234254689126,0.249480224817855,0.3574147475408096,v3_sc1_staging_00
0.18831385012186377,0.323835199255113,0.3347884289260239,v3_sc1_staging_06
0.3187395531542027,0.4672140181612056,0.44163195431438845,v3_sc1_staging_12
0.21830173831830513,0.2959763199973032,0.3681709434711851,v3_sc1_staging_19
0.23058053760694824,0.3460913963432716,0.3596196654080832,v3_sc1_staging_20
0.22050604337586222,0.36273344455896656,0.37242054364050325,v3_sc2_staging_00
0.20439960122513404,0.3249614945531586,0.3886832709919905,v3_sc2_staging_11
0.3273540295236764,0.47638121752558826,0.43238180104532925,v3_sc2_staging_13
0.2064700611191295,0.12356864280007199,0.38404661805972035,v3_sc2_staging_19
0.201997271352831,0.26734891386072973,0.3592218119873218,v3_sc2_staging_20
0.2851156978113944,0.3252317524406259,0.5078840549906422,v3_sc3_staging_03
0.22964323812687168,0.3013760259690135,0.39491163224522713,v3_sc3_staging_04
0.22685625064293827,0.27585342884281294,0.3903548574963159,v3_sc3_staging_08
0.28079252246429787,0.3669722953993671,0.3881153157788633,v3_sc3_staging_15
0.3233356730928321,0.5613790075285042,0.44164855360859046,v3_sc3_staging_20
0.23074480511555093,0.32234447848450226,0.38105870034228956,overall_mean
0.141810796686747,0.2958611319121818,0.26813420272808375,overall
