miou,fmiou,macc,scene
0.15340544094970524,0.20992676270776345,0.25716966729373647,apt_0
0.10715709905778345,0.22343550509058901,0.20608131991292036,apt_3
0.29416706503921947,0.4671784765063058,0.45050349157985775,v3_sc0_staging_00
0.29254176920140834,0.40471729455743893,0.435024107179601,v3_sc0_staging_12
0.2481724788578403,0.3912946283415408,0.4361107187710003,v3_sc0_staging_16
0.19807364019268386,0.3111932230590568,0.37543467861776486,v3_sc0_staging_19
0.30512707964441765,0.5377369845828911,0.4027028270445064,v3_sc0_staging_20
0.16470278171158761,0.1362407108733436,0.3144625721824302,v3_sc1_staging_00
0.21184628389003926,0.33738862545699555,0.34645085543162263,v3_sc1_staging_06
0.30373728169142195,0.48522636605661895,0.4236073986743052,v3_sc1_staging_12
0.15795747270812024,0.20717840712514857,0.30281399018528643,v3_sc1_staging_19
0.2735560715607712,0.30473123113598505,0.4660008405479932,v3_sc1_staging_20
0.16526876286851952,0.3608567421109705,0.282723345150981,v3_sc2_staging_00
0.321914737719168,0.3786477473698152,0.4478773763472699,v3_sc2_staging_11
0.25212176773667805,0.4471132675675171,0.42222708589218616,v3_sc2_staging_13
0.3112092684910229,0.23682034411428587,0.4890810560746224,v3_sc2_staging_19
0.3658580912383422,0.3637943969270073,0.5155209534009364,v3_sc2_staging_20
0.18733829504500824,0.13968567643372837,0.40492968276042296,v3_sc3_staging_03
0.21992443916098683,0.3756285034555422,0.3972689265373596,v3_sc3_staging_04
0.31376759732505605,0.5051399527185301,0.4442758102674656,v3_sc3_staging_08
0.2586207152175819,0.5598711911180538,0.373945899015049,v3_sc3_staging_15
0.17044727479437038,0.2349157167968986,0.273802157484082,v3_sc3_staging_20
0.23985979155007878,0.3463055342775467,0.38490976183415454,overall_mean
0.15218510710416197,0.3229612266327273,0.2663160251734701,overall
