miou,fmiou,macc,scene
0.09762410588254675,0.14126442279135548,0.16748795163928354,00800-TEEsavR23oF
0.0898987658006451,0.18213924737574616,0.1992938688948711,00802-wcojb4TFT35
0.07178005936878473,0.1275366179058095,0.15806752990412543,00803-k1cupFYWXJ6
0.12281972870511415,0.19087195951818128,0.18775737806791137,00808-y9hTuugGdiq
0.11207662173240703,0.19202728024509078,0.22582467123033137,00810-CrMo8WxCyVb
0.15432385899735715,0.17291545499193312,0.23450344606477516,00813-svBbv1Pavdk
0.1673265573932082,0.20627846995080518,0.24702675087179474,00814-p53SfW6mjZe
0.12644271308572716,0.20493198368975968,0.21123802512970266,00815-h1zeeAwLh9Z
0.11778655137072379,0.17724567955858514,0.20389995272534941,overall_mean
0.13714305449406441,0.14809970777447154,0.2523753808373159,overall
