miou,fmiou,macc,scene
0.1466268390073199,0.1436476305472312,0.24872433710827183,apt_0
0.11104606054125572,0.3126300917078415,0.1905972871546573,apt_3
0.2710565665408603,0.47682481370071905,0.408373759453686,v3_sc0_staging_00
0.22622043827187302,0.33715686371727827,0.35729234512070207,v3_sc0_staging_12
0.2552180681253932,0.3640577880901235,0.3971237680947151,v3_sc0_staging_16
0.31493924783533667,0.4034419355530062,0.44067858418500416,v3_sc0_staging_19
0.34370834272062023,0.534446239195685,0.4273274140379497,v3_sc0_staging_20
0.2358161952692612,0.31661504665103357,0.3974033584369959,v3_sc1_staging_00
0.24622820119910624,0.3300447045405564,0.4345493112184215,v3_sc1_staging_06
0.3790459305513127,0.37887166286318935,0.5622537026799345,v3_sc1_staging_12
0.15239817228111613,0.22486328779759995,0.28956537040845604,v3_sc1_staging_19
0.2554805815610859,0.26520022992978376,0.40795396139486173,v3_sc1_staging_20
0.19035293564592107,0.3974302368827539,0.3141274817400724,v3_sc2_staging_00
0.3052038121551313,0.4244424602790216,0.5053364344846386,v3_sc2_staging_11
0.32843303096705423,0.44488293726060124,0.4780816876627652,v3_sc2_staging_13
0.1886034610439494,0.2227509445504989,0.36755059345210167,v3_sc2_staging_19
0.23776803149509632,0.19505409322196635,0.39074160354415605,v3_sc2_staging_20
0.2532852817719656,0.31314532418176266,0.46040782982733236,v3_sc3_staging_03
0.20524565734790748,0.3586664171183044,0.38051276989062455,v3_sc3_staging_04
0.3403129912247711,0.403933486609549,0.49115969282911864,v3_sc3_staging_08
0.3071219616380257,0.5336776333175391,0.4316673802746936,v3_sc3_staging_15
0.2078173838822527,0.3343115603236324,0.3164485769033239,v3_sc3_staging_20
0.2500876905034825,0.35073160854725804,0.3953580568137493,overall_mean
0.15760533692477433,0.33326678922800024,0.2506710290877312,overall
