miou,fmiou,macc,scene
0.14048386179553232,0.2070604127049543,0.1974128573902431,00800-TEEsavR23oF
0.08523689476657631,0.3767534106086628,0.14619790638719304,00802-wcojb4TFT35
0.09285089617547362,0.4672625371090201,0.18429846975560682,00803-k1cupFYWXJ6
0.0815786992334839,0.27335017900643555,0.1159258423493043,00808-y9hTuugGdiq
0.09185442666254688,0.20798828288920881,0.15687284031500404,00810-CrMo8WxCyVb
0.1227812908264784,0.349733283069592,0.19202683105423235,00813-svBbv1Pavdk
0.15125133222382287,0.36498774518185784,0.24914930808490482,00814-p53SfW6mjZe
0.07930783494982521,0.1502803706471131,0.1416333611860565,00815-h1zeeAwLh9Z
0.10566815457921744,0.2996770276521056,0.1729396770653181,overall_mean
0.14542763809922155,0.2552655709297382,0.21755349786240305,overall
