miou,fmiou,macc,scene
0.16071977830389797,0.20474732113874827,0.281929758451596,apt_0
0.12135435528991154,0.19919575829275335,0.24168387986750753,apt_3
0.20751934594256846,0.31037285808041504,0.42344953316887773,v3_sc0_staging_00
0.2627223286476874,0.3432712961290778,0.4954172520346071,v3_sc0_staging_12
0.22233265386325146,0.28092213585590675,0.4956277717648821,v3_sc0_staging_16
0.26735858738919216,0.33391144779063797,0.526587322204654,v3_sc0_staging_19
0.30877295866216875,0.3102784677619573,0.4101559889423301,v3_sc0_staging_20
0.23389257148569123,0.33259696019898943,0.48785023468850036,v3_sc1_staging_00
0.17695366480801014,0.1103549709637659,0.3937483561962182,v3_sc1_staging_06
0.11723196052598968,0.11962174748983707,0.3627824505802518,v3_sc1_staging_12
0.35219828407549847,0.31911454567180786,0.5528376361619116,v3_sc1_staging_19
0.20223176806174079,0.2803469767496821,0.461835014980179,v3_sc1_staging_20
0.2352274888853155,0.32977017081592275,0.4901044736426669,v3_sc2_staging_00
0.27308692271643614,0.3132297612408772,0.5021562921928352,v3_sc2_staging_11
0.26270706693192475,0.38038828689417126,0.5194221254296479,v3_sc2_staging_13
0.26715192101231694,0.28798132694239786,0.5084764075065625,v3_sc2_staging_19
0.27702886075475414,0.31088268181307716,0.5302282468800139,v3_sc2_staging_20
0.17706819195942583,0.30214764258737925,0.39445711236185965,v3_sc3_staging_03
0.27011025190494,0.3166188255733876,0.45904597705591293,v3_sc3_staging_04
0.279065832942966,0.3439273240374521,0.4878439110272466,v3_sc3_staging_08
0.23090689833096165,0.28424321848755085,0.4448706943213925,v3_sc3_staging_15
0.20570574208149384,0.2963127682191682,0.45357305547818,v3_sc3_staging_20
0.2323339742989156,0.2868289314879529,0.4510947043153562,overall_mean
0.15182519443991088,0.2799997018470278,0.29527279217053204,overall
