miou,fmiou,macc,scene
0.11837149145888944,0.16908360004376546,0.2409309651878606,apt_0
0.12291900744532214,0.19507675302308614,0.23680594031728025,apt_3
0.23449960526039576,0.31590392332778444,0.4615264972300231,v3_sc0_staging_00
0.18772074488151985,0.20880574402145616,0.39534722385408433,v3_sc0_staging_12
0.1847485066636039,0.09761334895328923,0.4143591670412682,v3_sc0_staging_16
0.2839257923884121,0.3368633053804548,0.5199443562814214,v3_sc0_staging_19
0.2623068340226756,0.2965422366904379,0.36944445223648614,v3_sc0_staging_20
0.16537799068433937,0.08493646304431172,0.39784283370925955,v3_sc1_staging_00
0.12897552591421577,0.09281204092981124,0.34289093894139333,v3_sc1_staging_06
0.14029462373966672,0.09525172474232022,0.38067206509887064,v3_sc1_staging_12
0.2848553921207406,0.16167405763033377,0.47838096348533204,v3_sc1_staging_19
0.2674799495959927,0.30977954034910254,0.5373407251148207,v3_sc1_staging_20
0.23163690249254734,0.31038923799811274,0.46159886962769137,v3_sc2_staging_00
0.1735015788535114,0.08227457127172016,0.42934659885940407,v3_sc2_staging_11
0.2772505815453828,0.3582518793544808,0.5331468779759402,v3_sc2_staging_13
0.20975001770197185,0.14059352218890028,0.4432679154436232,v3_sc2_staging_19
0.26247424607550196,0.3065622363502679,0.5286591019763738,v3_sc2_staging_20
0.14255877494775196,0.08209633517909917,0.34907898902792267,v3_sc3_staging_03
0.20203092668364073,0.22708404494584625,0.43930367606276044,v3_sc3_staging_04
0.2269348458803723,0.3258454095904467,0.4269234653741842,v3_sc3_staging_08
0.2077022704379108,0.2852487928231343,0.4465916504638679,v3_sc3_staging_15
0.23659175677656719,0.3099566680609832,0.4440422976679483,v3_sc3_staging_20
0.20690488025322418,0.2178475198135975,0.4217020714080826,overall_mean
0.1286211239976798,0.2133756230723941,0.2680430324964096,overall
