miou,fmiou,macc,scene
0.06867873426964237,0.10877218698675736,0.14561974691642,00800-TEEsavR23oF
0.07172231166513708,0.18200231626859217,0.1566410526518675,00802-wcojb4TFT35
0.0535639436988772,0.11856655379757046,0.12489167048134622,00803-k1cupFYWXJ6
0.09045914405367617,0.18969870563486757,0.1605539671379969,00808-y9hTuugGdiq
0.11885339837492105,0.19202615738958423,0.2052912462788585,00810-CrMo8WxCyVb
0.1478603477106753,0.16932740920685999,0.22915785832634003,00813-svBbv1Pavdk
0.22865461384405633,0.23262315312404505,0.33017581451108774,00814-p53SfW6mjZe
0.12717116774285037,0.20587820977158103,0.20114684937663382,00815-h1zeeAwLh9Z
0.11337045766997947,0.17486183652248222,0.19418477571006884,overall_mean
0.12302092492140212,0.14403709696252162,0.24958884299189737,overall
